C:\LipidView Data\LV Results\200131_XtrIL_AMV_TAG_NL.txt	Peak Intensities
Sample Name						Sample 1	Sample 2	Sample 3	Sample 4	Kon A
890.9	297.30	Positive	Confirmed and Common Results	TAG 53:2+NH4	(-FA 18:2 (NH4))	0	0	5625	12625	0
890.9	299.30	Positive	Confirmed and Common Results	TAG 53:2+NH4	(-FA 18:1 (NH4))	11625	21875	31375	48500	9250
890.9	301.30	Positive	Confirmed and Common Results	TAG 53:2+NH4	(-FA 18:0 (NH4))	0	4375	0	10875	0
890.9	315.30	Positive	Confirmed and Common Results	TAG 53:2+NH4	(-FA 19:0 (NH4))	0	0	7250	4250	0
888.8	271.30	Positive	Confirmed and Common Results	TAG 53:3+NH4	(-FA 16:1 (NH4))	2750	0	7625	28500	0
888.8	273.30	Positive	Confirmed and Common Results	TAG 53:3+NH4	(-FA 16:0 (NH4))	0	0	4625	12375	5750
888.8	285.30	Positive	Confirmed and Common Results	TAG 53:3+NH4	(-FA 17:1 (NH4))	0	0	10250	12875	0
888.8	287.30	Positive	Confirmed and Common Results	TAG 53:3+NH4	(-FA 17:0 (NH4))	0	5750	5875	9875	0
888.8	297.30	Positive	Confirmed and Common Results	TAG 53:3+NH4	(-FA 18:2 (NH4))	0	6000	0	9250	7750
888.8	299.30	Positive	Confirmed and Common Results	TAG 53:3+NH4	(-FA 18:1 (NH4))	4875	9000	14750	29125	4500
908.7	245.30	Positive	Confirmed and Common Results	TAG 54:0+NH4	(-FA 14:0 (NH4))	6500	0	12000	5000	0
908.7	273.30	Positive	Confirmed and Common Results	TAG 54:0+NH4	(-FA 16:0 (NH4))	0	5250	9750	8375	5250
908.7	301.30	Positive	Confirmed and Common Results	TAG 54:0+NH4	(-FA 18:0 (NH4))	31750	32000	44125	62875	46125
908.7	329.30	Positive	Confirmed and Common Results	TAG 54:0+NH4	(-FA 20:0 (NH4))	0	0	0	0	0
907.0	271.30	Positive	Confirmed and Common Results	TAG 54:1+NH4	(-FA 16:1 (NH4))	0	9000	0	6875	6250
907.0	273.30	Positive	Confirmed and Common Results	TAG 54:1+NH4	(-FA 16:0 (NH4))	6125	7750	8875	21250	0
907.0	301.30	Positive	Confirmed and Common Results	TAG 54:1+NH4	(-FA 18:0 (NH4))	28250	43625	46500	62000	93500
907.0	327.30	Positive	Confirmed and Common Results	TAG 54:1+NH4	(-FA 20:1 (NH4))	9625	9250	15250	12000	0
907.0	329.30	Positive	Confirmed and Common Results	TAG 54:1+NH4	(-FA 20:0 (NH4))	0	10125	6750	13125	0
904.8	271.30	Positive	Confirmed and Common Results	TAG 54:2+NH4	(-FA 16:1 (NH4))	0	0	0	13750	0
904.8	273.30	Positive	Confirmed and Common Results	TAG 54:2+NH4	(-FA 16:0 (NH4))	0	0	29125	26750	8625
904.8	301.30	Positive	Confirmed and Common Results	TAG 54:2+NH4	(-FA 18:0 (NH4))	60500	35500	70250	62125	65375
904.8	327.30	Positive	Confirmed and Common Results	TAG 54:2+NH4	(-FA 20:1 (NH4))	8250	11500	34375	35500	5000
902.7	217.30	Positive	Confirmed and Common Results	TAG 54:3+NH4	(-FA 12:0 (NH4))	0	5000	0	7750	9500
902.7	271.30	Positive	Confirmed and Common Results	TAG 54:3+NH4	(-FA 16:1 (NH4))	0	0	5000	16875	4375
902.7	273.30	Positive	Confirmed and Common Results	TAG 54:3+NH4	(-FA 16:0 (NH4))	0	7750	12000	23125	0
902.7	295.30	Positive	Confirmed and Common Results	TAG 54:3+NH4	(-FA 18:3 (NH4))	0	0	13750	5625	0
902.7	299.30	Positive	Confirmed and Common Results	TAG 54:3+NH4	(-FA 18:1 (NH4))	409625	158750	370250	422000	543000
902.7	301.30	Positive	Confirmed and Common Results	TAG 54:3+NH4	(-FA 18:0 (NH4))	9625	9875	14500	19750	14875
902.7	325.30	Positive	Confirmed and Common Results	TAG 54:3+NH4	(-FA 20:2 (NH4))	7125	7750	26000	21750	0
902.7	327.30	Positive	Confirmed and Common Results	TAG 54:3+NH4	(-FA 20:1 (NH4))	5250	0	9625	8500	4750
900.8	217.30	Positive	Confirmed and Common Results	TAG 54:4+NH4	(-FA 12:0 (NH4))	6000	0	0	3750	0
900.8	273.30	Positive	Confirmed and Common Results	TAG 54:4+NH4	(-FA 16:0 (NH4))	0	0	6250	8000	0
900.8	295.30	Positive	Confirmed and Common Results	TAG 54:4+NH4	(-FA 18:3 (NH4))	0	0	10125	6500	0
900.8	297.30	Positive	Confirmed and Common Results	TAG 54:4+NH4	(-FA 18:2 (NH4))	40625	44125	41625	47000	51500
900.8	299.30	Positive	Confirmed and Common Results	TAG 54:4+NH4	(-FA 18:1 (NH4))	42125	38125	78250	95375	65250
900.8	301.30	Positive	Confirmed and Common Results	TAG 54:4+NH4	(-FA 18:0 (NH4))	9250	6875	11125	9250	7000
900.8	321.30	Positive	Confirmed and Common Results	TAG 54:4+NH4	(-FA 20:4 (NH4))	0	4250	7875	12125	0
900.8	325.30	Positive	Confirmed and Common Results	TAG 54:4+NH4	(-FA 20:2 (NH4))	6125	3250	5625	6875	0
898.8	271.30	Positive	Confirmed and Common Results	TAG 54:5+NH4	(-FA 16:1 (NH4))	0	0	9625	3375	0
898.8	273.30	Positive	Confirmed and Common Results	TAG 54:5+NH4	(-FA 16:0 (NH4))	0	0	0	0	0
898.8	295.30	Positive	Confirmed and Common Results	TAG 54:5+NH4	(-FA 18:3 (NH4))	8500	6250	10000	11500	8750
898.8	297.30	Positive	Confirmed and Common Results	TAG 54:5+NH4	(-FA 18:2 (NH4))	28375	30750	50625	53125	25625
898.8	299.30	Positive	Confirmed and Common Results	TAG 54:5+NH4	(-FA 18:1 (NH4))	25500	21625	30875	41375	20250
898.8	301.30	Positive	Confirmed and Common Results	TAG 54:5+NH4	(-FA 18:0 (NH4))	4500	4250	5875	0	0
898.8	321.30	Positive	Confirmed and Common Results	TAG 54:5+NH4	(-FA 20:4 (NH4))	0	0	5625	12125	0
896.6	259.30	Positive	Confirmed and Common Results	TAG 54:6+NH4	(-FA 15:0 (NH4))	0	0	0	0	0
896.6	295.30	Positive	Confirmed and Common Results	TAG 54:6+NH4	(-FA 18:3 (NH4))	0	0	0	11125	0
896.6	297.30	Positive	Confirmed and Common Results	TAG 54:6+NH4	(-FA 18:2 (NH4))	27125	38875	40625	30250	20750
896.6	299.30	Positive	Confirmed and Common Results	TAG 54:6+NH4	(-FA 18:1 (NH4))	5625	7500	6625	8625	5375
896.6	321.30	Positive	Confirmed and Common Results	TAG 54:6+NH4	(-FA 20:4 (NH4))	0	0	0	5875	4875
896.6	345.30	Positive	Confirmed and Common Results	TAG 54:6+NH4	(-FA 22:6 (NH4))	6750	7375	23750	28625	5250
920.8	271.30	Positive	Confirmed and Common Results	TAG 55:1+NH4	(-FA 16:1 (NH4))	5500	0	0	7750	0
920.8	273.30	Positive	Confirmed and Common Results	TAG 55:1+NH4	(-FA 16:0 (NH4))	0	11250	4750	10750	0
920.8	299.30	Positive	Confirmed and Common Results	TAG 55:1+NH4	(-FA 18:1 (NH4))	0	4125	7375	10375	0
920.8	301.30	Positive	Confirmed and Common Results	TAG 55:1+NH4	(-FA 18:0 (NH4))	6625	8625	9375	9500	0
920.8	315.30	Positive	Confirmed and Common Results	TAG 55:1+NH4	(-FA 19:0 (NH4))	0	0	0	8625	0
920.8	319.30	Positive	Confirmed and Common Results	TAG 55:1+NH4	(-FA 20:5 (NH4))	0	0	0	7750	0
920.8	345.30	Positive	Confirmed and Common Results	TAG 55:1+NH4	(-FA 22:6 (NH4))	0	0	6875	15125	0
918.9	273.30	Positive	Confirmed and Common Results	TAG 55:2+NH4	(-FA 16:0 (NH4))	9500	8000	0	9500	0
918.9	299.30	Positive	Confirmed and Common Results	TAG 55:2+NH4	(-FA 18:1 (NH4))	23625	25875	22375	24625	11625
918.9	301.30	Positive	Confirmed and Common Results	TAG 55:2+NH4	(-FA 18:0 (NH4))	0	6250	8375	7500	0
918.9	315.30	Positive	Confirmed and Common Results	TAG 55:2+NH4	(-FA 19:0 (NH4))	8250	0	4375	14250	0
918.9	327.30	Positive	Confirmed and Common Results	TAG 55:2+NH4	(-FA 20:1 (NH4))	0	0	7500	9250	0
916.9	285.30	Positive	Confirmed and Common Results	TAG 55:3+NH4	(-FA 17:1 (NH4))	0	4375	0	0	0
916.9	299.30	Positive	Confirmed and Common Results	TAG 55:3+NH4	(-FA 18:1 (NH4))	7250	13125	25125	31375	7750
916.9	301.30	Positive	Confirmed and Common Results	TAG 55:3+NH4	(-FA 18:0 (NH4))	0	0	0	6375	0
916.9	315.30	Positive	Confirmed and Common Results	TAG 55:3+NH4	(-FA 19:0 (NH4))	2750	0	5000	0	0
936.7	273.30	Positive	Confirmed and Common Results	TAG 56:0+NH4	(-FA 16:0 (NH4))	23125	9750	16750	23250	7375
936.7	329.30	Positive	Confirmed and Common Results	TAG 56:0+NH4	(-FA 20:0 (NH4))	6000	9375	7625	12625	4250
934.6	259.30	Positive	Confirmed and Common Results	TAG 56:1+NH4	(-FA 15:0 (NH4))	31375	24625	45000	44000	26625
934.6	271.30	Positive	Confirmed and Common Results	TAG 56:1+NH4	(-FA 16:1 (NH4))	17125	13000	18500	16250	9625
934.6	297.30	Positive	Confirmed and Common Results	TAG 56:1+NH4	(-FA 18:2 (NH4))	30125	40375	60875	52375	23750
934.6	301.30	Positive	Confirmed and Common Results	TAG 56:1+NH4	(-FA 18:0 (NH4))	0	0	0	0	0
934.6	315.30	Positive	Confirmed and Common Results	TAG 56:1+NH4	(-FA 19:0 (NH4))	12250	22500	29750	18750	12000
934.6	327.30	Positive	Confirmed and Common Results	TAG 56:1+NH4	(-FA 20:1 (NH4))	7875	11375	7625	8375	3500
934.6	329.30	Positive	Confirmed and Common Results	TAG 56:1+NH4	(-FA 20:0 (NH4))	0	0	0	0	0
932.9	271.30	Positive	Confirmed and Common Results	TAG 56:2+NH4	(-FA 16:1 (NH4))	0	0	4000	8250	0
932.9	273.30	Positive	Confirmed and Common Results	TAG 56:2+NH4	(-FA 16:0 (NH4))	0	0	7500	10000	0
932.9	295.30	Positive	Confirmed and Common Results	TAG 56:2+NH4	(-FA 18:3 (NH4))	0	0	0	8125	0
932.9	299.30	Positive	Confirmed and Common Results	TAG 56:2+NH4	(-FA 18:1 (NH4))	14125	12375	17750	16250	7000
932.9	301.30	Positive	Confirmed and Common Results	TAG 56:2+NH4	(-FA 18:0 (NH4))	3500	5500	15375	13500	0
932.9	325.30	Positive	Confirmed and Common Results	TAG 56:2+NH4	(-FA 20:2 (NH4))	4250	5500	7875	9875	0
932.9	327.30	Positive	Confirmed and Common Results	TAG 56:2+NH4	(-FA 20:1 (NH4))	0	0	5875	11500	2750
932.9	329.30	Positive	Confirmed and Common Results	TAG 56:2+NH4	(-FA 20:0 (NH4))	0	0	10000	13250	5250
930.7	245.30	Positive	Confirmed and Common Results	TAG 56:3+NH4	(-FA 14:0 (NH4))	5500	4875	12875	8250	6000
930.7	273.30	Positive	Confirmed and Common Results	TAG 56:3+NH4	(-FA 16:0 (NH4))	0	5750	7250	8250	0
930.7	297.30	Positive	Confirmed and Common Results	TAG 56:3+NH4	(-FA 18:2 (NH4))	3375	3500	4250	5500	0
930.7	299.30	Positive	Confirmed and Common Results	TAG 56:3+NH4	(-FA 18:1 (NH4))	7375	8625	38750	33500	11000
930.7	301.30	Positive	Confirmed and Common Results	TAG 56:3+NH4	(-FA 18:0 (NH4))	5000	3750	7625	8875	0
930.7	325.30	Positive	Confirmed and Common Results	TAG 56:3+NH4	(-FA 20:2 (NH4))	10750	0	9250	12250	7250
930.7	327.30	Positive	Confirmed and Common Results	TAG 56:3+NH4	(-FA 20:1 (NH4))	10000	3875	21000	15375	4750
930.7	329.30	Positive	Confirmed and Common Results	TAG 56:3+NH4	(-FA 20:0 (NH4))	0	4375	0	5500	0
928.9	273.30	Positive	Confirmed and Common Results	TAG 56:4+NH4	(-FA 16:0 (NH4))	0	7375	0	11250	0
928.9	297.30	Positive	Confirmed and Common Results	TAG 56:4+NH4	(-FA 18:2 (NH4))	0	6375	3625	4250	8625
928.9	299.30	Positive	Confirmed and Common Results	TAG 56:4+NH4	(-FA 18:1 (NH4))	0	0	22625	29125	0
928.9	325.30	Positive	Confirmed and Common Results	TAG 56:4+NH4	(-FA 20:2 (NH4))	0	9125	14250	16875	0
928.9	327.30	Positive	Confirmed and Common Results	TAG 56:4+NH4	(-FA 20:1 (NH4))	0	6125	0	4625	0
926.7	217.30	Positive	Confirmed and Common Results	TAG 56:5+NH4	(-FA 12:0 (NH4))	0	3750	0	0	0
926.7	273.30	Positive	Confirmed and Common Results	TAG 56:5+NH4	(-FA 16:0 (NH4))	0	0	4625	0	0
926.7	297.30	Positive	Confirmed and Common Results	TAG 56:5+NH4	(-FA 18:2 (NH4))	0	0	8000	14375	0
926.7	299.30	Positive	Confirmed and Common Results	TAG 56:5+NH4	(-FA 18:1 (NH4))	8375	0	11625	18000	0
926.7	301.30	Positive	Confirmed and Common Results	TAG 56:5+NH4	(-FA 18:0 (NH4))	0	3625	0	0	0
926.7	319.30	Positive	Confirmed and Common Results	TAG 56:5+NH4	(-FA 20:5 (NH4))	0	5625	10875	7625	0
926.7	321.30	Positive	Confirmed and Common Results	TAG 56:5+NH4	(-FA 20:4 (NH4))	0	6375	0	0	0
926.7	325.30	Positive	Confirmed and Common Results	TAG 56:5+NH4	(-FA 20:2 (NH4))	0	0	8250	6500	0
924.7	217.30	Positive	Confirmed and Common Results	TAG 56:6+NH4	(-FA 12:0 (NH4))	0	0	0	0	0
924.7	273.30	Positive	Confirmed and Common Results	TAG 56:6+NH4	(-FA 16:0 (NH4))	4125	9875	11375	13125	0
924.7	297.30	Positive	Confirmed and Common Results	TAG 56:6+NH4	(-FA 18:2 (NH4))	0	0	5625	0	0
924.7	299.30	Positive	Confirmed and Common Results	TAG 56:6+NH4	(-FA 18:1 (NH4))	0	5875	8500	8750	0
924.7	301.30	Positive	Confirmed and Common Results	TAG 56:6+NH4	(-FA 18:0 (NH4))	0	0	7375	4375	0
924.7	319.30	Positive	Confirmed and Common Results	TAG 56:6+NH4	(-FA 20:5 (NH4))	0	0	0	4625	0
924.7	321.30	Positive	Confirmed and Common Results	TAG 56:6+NH4	(-FA 20:4 (NH4))	0	0	9500	8625	0
924.7	345.30	Positive	Confirmed and Common Results	TAG 56:6+NH4	(-FA 22:6 (NH4))	6500	5375	12000	18250	0
922.7	259.30	Positive	Confirmed and Common Results	TAG 56:7+NH4	(-FA 15:0 (NH4))	8000	6000	8250	11875	7500
922.7	273.30	Positive	Confirmed and Common Results	TAG 56:7+NH4	(-FA 16:0 (NH4))	0	5500	13375	13125	0
922.7	297.30	Positive	Confirmed and Common Results	TAG 56:7+NH4	(-FA 18:2 (NH4))	0	0	0	0	0
922.7	299.30	Positive	Confirmed and Common Results	TAG 56:7+NH4	(-FA 18:1 (NH4))	0	4750	7000	9500	0
922.7	315.30	Positive	Confirmed and Common Results	TAG 56:7+NH4	(-FA 19:0 (NH4))	0	0	8375	0	4625
922.7	319.30	Positive	Confirmed and Common Results	TAG 56:7+NH4	(-FA 20:5 (NH4))	0	0	0	0	5500
922.7	321.30	Positive	Confirmed and Common Results	TAG 56:7+NH4	(-FA 20:4 (NH4))	3750	0	0	0	0
922.7	345.30	Positive	Confirmed and Common Results	TAG 56:7+NH4	(-FA 22:6 (NH4))	0	0	41500	51625	0
962.9	273.30	Positive	Confirmed and Common Results	TAG 58:1+NH4	(-FA 16:0 (NH4))	0	8125	0	7500	0
962.9	299.30	Positive	Confirmed and Common Results	TAG 58:1+NH4	(-FA 18:1 (NH4))	12375	15750	22625	19875	8750
960.9	271.30	Positive	Confirmed and Common Results	TAG 58:2+NH4	(-FA 16:1 (NH4))	3750	6625	0	5750	0
960.9	297.30	Positive	Confirmed and Common Results	TAG 58:2+NH4	(-FA 18:2 (NH4))	21000	0	28500	17375	0
960.9	301.30	Positive	Confirmed and Common Results	TAG 58:2+NH4	(-FA 18:0 (NH4))	0	3250	3750	0	5125
958.7	299.30	Positive	Confirmed and Common Results	TAG 58:3+NH4	(-FA 18:1 (NH4))	6125	0	13875	0	0
958.7	327.30	Positive	Confirmed and Common Results	TAG 58:3+NH4	(-FA 20:1 (NH4))	10000	0	17250	0	18875
956.6	271.30	Positive	Confirmed and Common Results	TAG 58:4+NH4	(-FA 16:1 (NH4))	0	0	7000	0	11500
956.6	295.30	Positive	Confirmed and Common Results	TAG 58:4+NH4	(-FA 18:3 (NH4))	167250	274375	0	215625	0
956.6	297.30	Positive	Confirmed and Common Results	TAG 58:4+NH4	(-FA 18:2 (NH4))	10250	0	0	0	0
956.6	299.30	Positive	Confirmed and Common Results	TAG 58:4+NH4	(-FA 18:1 (NH4))	0	2750	0	7500	0
956.6	301.30	Positive	Confirmed and Common Results	TAG 58:4+NH4	(-FA 18:0 (NH4))	5125	5375	6500	5750	0
956.6	327.30	Positive	Confirmed and Common Results	TAG 58:4+NH4	(-FA 20:1 (NH4))	0	0	0	13000	0
954.8	217.30	Positive	Confirmed and Common Results	TAG 58:5+NH4	(-FA 12:0 (NH4))	0	0	0	0	5000
954.8	295.30	Positive	Confirmed and Common Results	TAG 58:5+NH4	(-FA 18:3 (NH4))	27125	43125	42500	34500	28750
954.8	301.30	Positive	Confirmed and Common Results	TAG 58:5+NH4	(-FA 18:0 (NH4))	0	0	4250	0	0
954.8	325.30	Positive	Confirmed and Common Results	TAG 58:5+NH4	(-FA 20:2 (NH4))	42750	62375	55000	40625	37625
954.8	327.30	Positive	Confirmed and Common Results	TAG 58:5+NH4	(-FA 20:1 (NH4))	0	7250	4500	9750	0
952.7	217.30	Positive	Confirmed and Common Results	TAG 58:6+NH4	(-FA 12:0 (NH4))	0	0	4250	0	0
952.7	297.30	Positive	Confirmed and Common Results	TAG 58:6+NH4	(-FA 18:2 (NH4))	5000	0	0	4250	0
952.7	299.30	Positive	Confirmed and Common Results	TAG 58:6+NH4	(-FA 18:1 (NH4))	0	4250	0	10250	0
952.7	315.30	Positive	Confirmed and Common Results	TAG 58:6+NH4	(-FA 19:0 (NH4))	0	0	4000	5000	0
952.7	327.30	Positive	Confirmed and Common Results	TAG 58:6+NH4	(-FA 20:1 (NH4))	0	0	0	3500	0
952.7	345.30	Positive	Confirmed and Common Results	TAG 58:6+NH4	(-FA 22:6 (NH4))	7375	7625	0	6875	5750
950.8	273.30	Positive	Confirmed and Common Results	TAG 58:7+NH4	(-FA 16:0 (NH4))	0	0	9875	7125	0
950.8	287.30	Positive	Confirmed and Common Results	TAG 58:7+NH4	(-FA 17:0 (NH4))	27000	16500	33625	21000	7375
950.8	299.30	Positive	Confirmed and Common Results	TAG 58:7+NH4	(-FA 18:1 (NH4))	0	0	6125	7875	0
950.8	345.30	Positive	Confirmed and Common Results	TAG 58:7+NH4	(-FA 22:6 (NH4))	7625	0	8500	18875	0
948.6	217.30	Positive	Confirmed and Common Results	TAG 58:8+NH4	(-FA 12:0 (NH4))	0	0	8000	0	0
948.6	285.30	Positive	Confirmed and Common Results	TAG 58:8+NH4	(-FA 17:1 (NH4))	0	7250	14000	20750	0
948.6	297.30	Positive	Confirmed and Common Results	TAG 58:8+NH4	(-FA 18:2 (NH4))	0	0	7375	10250	0
948.6	299.30	Positive	Confirmed and Common Results	TAG 58:8+NH4	(-FA 18:1 (NH4))	0	5000	8375	10250	0
948.6	321.30	Positive	Confirmed and Common Results	TAG 58:8+NH4	(-FA 20:4 (NH4))	47125	51375	62875	53125	31625
948.6	345.30	Positive	Confirmed and Common Results	TAG 58:8+NH4	(-FA 22:6 (NH4))	0	0	11750	27875	0
946.8	271.30	Positive	Confirmed and Common Results	TAG 58:9+NH4	(-FA 16:1 (NH4))	0	0	0	7750	0
946.8	299.30	Positive	Confirmed and Common Results	TAG 58:9+NH4	(-FA 18:1 (NH4))	10000	20500	15500	15875	0
946.8	321.30	Positive	Confirmed and Common Results	TAG 58:9+NH4	(-FA 20:4 (NH4))	0	0	7625	0	0
946.8	345.30	Positive	Confirmed and Common Results	TAG 58:9+NH4	(-FA 22:6 (NH4))	0	0	0	9000	0
972.7	271.30	Positive	Confirmed and Common Results	TAG 59:3+NH4	(-FA 16:1 (NH4))	0	0	6750	5625	0
972.7	287.30	Positive	Confirmed and Common Results	TAG 59:3+NH4	(-FA 17:0 (NH4))	0	5375	0	0	0
970.7	285.30	Positive	Confirmed and Common Results	TAG 59:4+NH4	(-FA 17:1 (NH4))	0	8375	9000	8750	0
992.9	319.30	Positive	Confirmed and Common Results	TAG 60:0+NH4	(-FA 20:5 (NH4))	10500	33375	23875	0	18125
992.9	329.30	Positive	Confirmed and Common Results	TAG 60:0+NH4	(-FA 20:0 (NH4))	6000	11375	15375	0	5250
992.9	345.30	Positive	Confirmed and Common Results	TAG 60:0+NH4	(-FA 22:6 (NH4))	6875	0	11625	7625	0
990.9	273.30	Positive	Confirmed and Common Results	TAG 60:1+NH4	(-FA 16:0 (NH4))	0	0	0	0	5750
990.9	327.30	Positive	Confirmed and Common Results	TAG 60:1+NH4	(-FA 20:1 (NH4))	5750	18125	0	7375	5000
988.9	273.30	Positive	Confirmed and Common Results	TAG 60:2+NH4	(-FA 16:0 (NH4))	0	6250	0	0	0
988.9	325.30	Positive	Confirmed and Common Results	TAG 60:2+NH4	(-FA 20:2 (NH4))	0	0	6625	6500	0
986.9	273.30	Positive	Confirmed and Common Results	TAG 60:3+NH4	(-FA 16:0 (NH4))	0	0	0	5000	0
984.9	259.30	Positive	Confirmed and Common Results	TAG 60:4+NH4	(-FA 15:0 (NH4))	0	0	0	0	0
984.9	299.30	Positive	Confirmed and Common Results	TAG 60:4+NH4	(-FA 18:1 (NH4))	11500	0	7625	0	14500
984.9	321.30	Positive	Confirmed and Common Results	TAG 60:4+NH4	(-FA 20:4 (NH4))	0	9500	0	11375	0
982.8	259.30	Positive	Confirmed and Common Results	TAG 60:5+NH4	(-FA 15:0 (NH4))	0	0	6500	0	0
982.8	297.30	Positive	Confirmed and Common Results	TAG 60:5+NH4	(-FA 18:2 (NH4))	0	0	3500	3000	0
982.8	319.30	Positive	Confirmed and Common Results	TAG 60:5+NH4	(-FA 20:5 (NH4))	11250	6375	16750	15250	6750
978.9	297.30	Positive	Confirmed and Common Results	TAG 60:7+NH4	(-FA 18:2 (NH4))	0	0	0	0	0
978.9	315.30	Positive	Confirmed and Common Results	TAG 60:7+NH4	(-FA 19:0 (NH4))	28875	26875	44000	26125	28375
